patch_id,city_code,distance_to_center_km
chicago_0778,chicago,6.115
chicago_0360,chicago,6.772
chicago_0287,chicago,13.541
chicago_0721,chicago,18.099
chicago_0893,chicago,16.335
chicago_0931,chicago,15.368
chicago_0051,chicago,15.547
chicago_0771,chicago,11.706
chicago_0230,chicago,9.094
chicago_0854,chicago,16.753
chicago_0624,chicago,23.773
chicago_0609,chicago,5.771
chicago_0652,chicago,2.279
chicago_0417,chicago,11.526
chicago_0564,chicago,9.755
chicago_0350,chicago,9.598
chicago_0326,chicago,10.602
chicago_0551,chicago,3.711
chicago_0295,chicago,20.324
chicago_0744,chicago,0.416
chicago_0557,chicago,4.943
chicago_0646,chicago,6.375
chicago_0509,chicago,6.667
chicago_0703,chicago,2.194
chicago_0603,chicago,2.697
chicago_0728,chicago,12.498
chicago_0357,chicago,6.804
chicago_0579,chicago,19.086
chicago_0247,chicago,15.952
chicago_0243,chicago,13.444
chicago_0774,chicago,9.308
chicago_0452,chicago,5.241
chicago_0081,chicago,19.656
chicago_0331,chicago,13.731
chicago_0702,chicago,1.548
chicago_0257,chicago,15.663
chicago_0601,chicago,2.973
chicago_0461,chicago,7.795
chicago_0842,chicago,7.212
chicago_0122,chicago,16.835
chicago_0123,chicago,17.392
chicago_0813,chicago,5.455
cleveland_0462,cleveland,10.072
cleveland_0487,cleveland,10.794
cleveland_0177,cleveland,11.127
cleveland_0186,cleveland,4.307
cleveland_0057,cleveland,9.412
cleveland_0163,cleveland,10.542
cleveland_0176,cleveland,11.912
cleveland_0141,cleveland,6.437
cleveland_0171,cleveland,4.765
cleveland_0391,cleveland,7.997
cleveland_0549,cleveland,11.461
cleveland_0440,cleveland,8.707
cleveland_0438,cleveland,9.363
cleveland_0193,cleveland,10.204
cleveland_0293,cleveland,3.223
cleveland_0080,cleveland,9.904
cleveland_0194,cleveland,9.411
cleveland_0331,cleveland,4.236
cleveland_0042,cleveland,10.211
cleveland_0084,cleveland,8.322
cleveland_0364,cleveland,10.3
cleveland_0436,cleveland,10.23
cleveland_0147,cleveland,11.55
cleveland_0385,cleveland,11.414
cleveland_0256,cleveland,1.487
cleveland_0087,cleveland,7.814
cleveland_0046,cleveland,13.227
cleveland_0501,cleveland,11.877
cleveland_0159,cleveland,4.015
cleveland_0439,cleveland,9.005
cleveland_0375,cleveland,5.814
cleveland_0138,cleveland,8.296
cleveland_0041,cleveland,10.282
cleveland_0094,cleveland,9.832
cleveland_0432,cleveland,12.409
cleveland_0075,cleveland,12.766
cleveland_0173,cleveland,3.662
cleveland_0305,cleveland,5.648
cleveland_0174,cleveland,3.268
cleveland_0200,cleveland,4.717
cleveland_0112,cleveland,7.662
cleveland_0542,cleveland,12.266
cleveland_0492,cleveland,9.821
cleveland_0142,cleveland,5.904
cleveland_0435,cleveland,10.727
cleveland_0272,cleveland,1.829
cleveland_0403,cleveland,8.345
cleveland_0277,cleveland,11.995
cleveland_0036,cleveland,11.497
cleveland_0292,cleveland,2.827
cleveland_0231,cleveland,6.11
cleveland_0172,cleveland,4.173
cleveland_0376,cleveland,5.909
cleveland_0083,cleveland,8.634
cleveland_0464,cleveland,9.465
cologne_0347,cologne,5.951
cologne_0296,cologne,8.22
cologne_0049,cologne,7.531
cologne_0035,cologne,9.333
cologne_0574,cologne,12.641
cologne_0116,cologne,5.575
cologne_0529,cologne,10.38
cologne_0261,cologne,2.845
cologne_0254,cologne,3.194
cologne_0119,cologne,5.132
cologne_0429,cologne,8.298
cologne_0198,cologne,2.79
cologne_0260,cologne,2.134
cologne_0597,cologne,11.824
cologne_0502,cologne,9.803
cologne_0265,cologne,5.921
cologne_0203,cologne,4.368
cologne_0478,cologne,8.12
cologne_0169,cologne,3.67
cologne_0193,cologne,5.338
cologne_0277,cologne,6.997
cologne_0561,cologne,8.588
cologne_0078,cologne,8.39
cologne_0211,cologne,10.185
cologne_0255,cologne,2.461
cologne_0364,cologne,2.155
cologne_0581,cologne,9.529
cologne_0455,cologne,6.991
denver_0259,denver,3.304
denver_0069,denver,7.041
denver_0242,denver,3.201
denver_0129,denver,4.302
denver_0262,denver,3.855
denver_0349,denver,7.071
denver_0258,denver,3.487
denver_0324,denver,5.813
denver_0220,denver,2.079
denver_0222,denver,3.286
denver_0303,denver,5.285
denver_0172,denver,5.981
denver_0239,denver,2.51
denver_0368,denver,7.294
denver_0171,denver,6.782
denver_0064,denver,4.877
denver_0112,denver,5.413
denver_0302,denver,5.033
denver_0243,denver,3.759
denver_0191,denver,6.045
denver_0042,denver,5.88
denver_0120,denver,4.266
denver_0105,denver,3.336
denver_0033,denver,7.571
denver_0217,denver,2.054
denver_0304,denver,5.64
denver_0063,denver,4.74
denver_0084,denver,4.094
denver_0128,denver,3.654
denver_0257,denver,3.833
denver_0195,denver,2.916
denver_0263,denver,4.329
denver_0177,denver,1.981
denver_0273,denver,6.596
denver_0150,denver,5.44
denver_0143,denver,1.566
denver_0278,denver,4.249
denver_0185,denver,4.424
denver_0289,denver,10.4
denver_0277,denver,4.537
denver_0065,denver,5.136
denver_0294,denver,7.119
denver_0399,denver,10.579
denver_0244,denver,4.391
denver_0174,denver,4.381
denver_0253,denver,6.133
denver_0319,denver,6.326
denver_0494,denver,17.677
denver_0200,denver,1.507
denver_0284,denver,5.458
denver_0139,denver,3.889
denver_0162,denver,0.834
denver_0089,denver,4.831
denver_0210,denver,6.986
denver_0305,denver,6.08
denver_0117,denver,6.415
denver_0457,denver,12.121
denver_0203,denver,3.729
denver_0202,denver,2.957
denver_0417,denver,10.306
denver_0463,denver,12.87
denver_0354,denver,13.683
denver_0515,denver,19.789
detroit_0706,detroit,14.244
detroit_0066,detroit,17.416
detroit_0179,detroit,16.003
detroit_0053,detroit,13.167
detroit_0294,detroit,7.598
detroit_0533,detroit,12.257
detroit_0063,detroit,15.941
detroit_0551,detroit,11.519
detroit_0239,detroit,11.779
detroit_0605,detroit,12.023
detroit_0107,detroit,17.639
detroit_0089,detroit,12.37
detroit_0624,detroit,13.04
detroit_0203,detroit,11.946
detroit_0414,detroit,14.508
detroit_0058,detroit,14.062
detroit_0494,detroit,11.503
detroit_0267,detroit,8.736
detroit_0705,detroit,13.609
detroit_0004,detroit,17.233
detroit_0057,detroit,13.795
detroit_0090,detroit,12.463
detroit_0720,detroit,14.122
detroit_0433,detroit,11.978
detroit_0217,detroit,13.651
detroit_0274,detroit,11.719
detroit_0059,detroit,14.369
detroit_0144,detroit,16.511
detroit_0306,detroit,13.038
detroit_0165,detroit,11.536
detroit_0364,detroit,15.062
detroit_0098,detroit,14.83
detroit_0453,detroit,10.991
detroit_0205,detroit,12.905
detroit_0321,detroit,6.806
detroit_0146,detroit,15.33
detroit_0613,detroit,5.649
detroit_0006,detroit,16.342
detroit_0196,detroit,9.98
detroit_0273,detroit,11.17
detroit_0093,detroit,13.037
detroit_0148,detroit,14.231
detroit_0127,detroit,11.825
detroit_0317,detroit,7.061
detroit_0422,detroit,4.408
detroit_0102,detroit,16.821
detroit_0060,detroit,14.713
detroit_0358,detroit,10.815
detroit_0213,detroit,16.173
detroit_0118,detroit,12.392
detroit_0067,detroit,17.952
detroit_0708,detroit,15.559
detroit_0454,detroit,11.768
detroit_0292,detroit,7.545
detroit_0316,detroit,7.345
detroit_0041,detroit,15.666
detroit_0410,detroit,11.493
detroit_0114,detroit,13.89
detroit_0022,detroit,14.559
detroit_0054,detroit,13.255
detroit_0199,detroit,10.507
detroit_0197,detroit,10.096
detroit_0330,detroit,10.642
detroit_0441,detroit,2.919
detroit_0019,detroit,14.047
detroit_0389,detroit,14.018
detroit_0087,detroit,12.338
detroit_0255,detroit,10.847
detroit_0101,detroit,16.287
detroit_0685,detroit,10.154
detroit_0399,detroit,4.703
detroit_0091,detroit,12.606
detroit_0534,detroit,13.057
detroit_0209,detroit,15.151
detroit_0735,detroit,14.659
detroit_0612,detroit,5.2
detroit_0750,detroit,16.38
detroit_0344,detroit,6.304
detroit_0237,detroit,10.838
detroit_0074,detroit,16.489
detroit_0312,detroit,9.115
detroit_0177,detroit,17.515
detroit_0221,detroit,11.472
detroit_0195,detroit,9.928
detroit_0238,detroit,11.29
detroit_0071,detroit,18.172
detroit_0417,detroit,3.776
detroit_0763,detroit,17.509
detroit_0532,detroit,11.458
detroit_0381,detroit,8.394
detroit_0266,detroit,8.528
detroit_0690,detroit,13.126
detroit_0520,detroit,1.907
detroit_0698,detroit,9.865
detroit_0046,detroit,13.892
detroit_0440,detroit,2.736
detroit_0373,detroit,5.131
detroit_0182,detroit,14.198
detroit_0343,detroit,6.62
detroit_0021,detroit,14.346
detroit_0045,detroit,14.175
detroit_0397,detroit,4.332
detroit_0185,detroit,12.594
dublin_0004,dublin,7.152
dublin_0091,dublin,0.795
dublin_0038,dublin,5.212
dublin_0195,dublin,7.205
fez_0015,fez,5.073
fez_0001,fez,5.63
fez_0124,fez,4.378
fez_0013,fez,6.272
fez_0009,fez,4.524
fez_0069,fez,2.209
fez_0100,fez,2.642
fez_0007,fez,4.882
genoa_0079,genoa,10.174
genoa_0197,genoa,7.851
genoa_0287,genoa,7.854
genoa_0166,genoa,9.806
genoa_0138,genoa,5.504
genoa_0070,genoa,10.488
genoa_0244,genoa,2.583
genoa_0214,genoa,0.319
genoa_0174,genoa,3.099
genoa_0215,genoa,0.526
genoa_0139,genoa,5.966
genoa_0106,genoa,7.647
genoa_0338,genoa,9.132
genoa_0328,genoa,8.568
genoa_0018,genoa,18.049
ghent_0021,ghent,6.399
ghent_0163,ghent,2.55
ghent_0101,ghent,1.524
ghent_0182,ghent,5.364
ghent_0120,ghent,1.228
hanoi_0360,hanoi,53.773
hanoi_0180,hanoi,55.316
hanoi_2678,hanoi,31.876
hanoi_0401,hanoi,53.49
hanoi_4046,hanoi,15.101
hanoi_2895,hanoi,10.678
hanoi_0830,hanoi,33.921
hanoi_4700,hanoi,15.27
hanoi_2112,hanoi,14.081
hanoi_2934,hanoi,26.062
hanoi_3066,hanoi,38.333
hanoi_3815,hanoi,19.621
hanoi_0796,hanoi,35.121
hanoi_2326,hanoi,22.673
hanoi_2772,hanoi,34.018
hanoi_3973,hanoi,2.242
hanoi_3415,hanoi,14.248
hanoi_2480,hanoi,39.248
hanoi_3903,hanoi,16.471
hanoi_4248,hanoi,13.237
hanoi_0933,hanoi,32.727
hanoi_0020,hanoi,59.113
hanoi_3336,hanoi,23.856
hanoi_2686,hanoi,25.742
hanoi_3034,hanoi,23.538
hanoi_1783,hanoi,38.017
hanoi_2826,hanoi,16.555
hanoi_2591,hanoi,26.008
hanoi_1951,hanoi,23.086
hanoi_2349,hanoi,11.46
hanoi_2063,hanoi,23.185
hanoi_4016,hanoi,42.114
hanoi_2673,hanoi,35.757
hanoi_1392,hanoi,22.775
hanoi_2199,hanoi,19.705
hanoi_0435,hanoi,50.104
hanoi_0266,hanoi,56.255
hanoi_2471,hanoi,31.078
hanoi_4511,hanoi,29.678
hanoi_4551,hanoi,9.815
hanoi_1892,hanoi,16.438
hanoi_2474,hanoi,43.914
hanoi_0833,hanoi,33.808
hanoi_0093,hanoi,57.762
hanoi_1128,hanoi,28.236
hanoi_2641,hanoi,20.852
hanoi_3550,hanoi,35.619
hanoi_3952,hanoi,17.34
hanoi_0907,hanoi,34.513
hanoi_1502,hanoi,21.637
hanoi_3628,hanoi,28.432
hanoi_1134,hanoi,29.761
hanoi_3437,hanoi,32.519
hanoi_2782,hanoi,24.733
hanoi_3613,hanoi,16.441
hanoi_2260,hanoi,12.514
hanoi_2713,hanoi,8.285
hanoi_2518,hanoi,11.486
hanoi_1735,hanoi,21.245
hanoi_2171,hanoi,15.055
hanoi_2936,hanoi,27.613
hanoi_3242,hanoi,25.56
hanoi_1427,hanoi,25.485
hanoi_3038,hanoi,26.652
hanoi_1747,hanoi,17.911
hanoi_3387,hanoi,9.556
hanoi_1860,hanoi,34.804
hanoi_3138,hanoi,24.136
hanoi_3967,hanoi,5.645
hanoi_4363,hanoi,25.955
hanoi_3693,hanoi,0.439
hanoi_2834,hanoi,22.465
hanoi_4330,hanoi,17.279
hanoi_1693,hanoi,20.412
hanoi_3140,hanoi,25.704
hanoi_4068,hanoi,5.335
hanoi_2797,hanoi,11.802
hanoi_1931,hanoi,36.602
hanoi_2074,hanoi,33.025
hanoi_0756,hanoi,38.541
hanoi_1562,hanoi,21.586
hanoi_2618,hanoi,9.005
hanoi_2158,hanoi,22.202
hanoi_3519,hanoi,20.491
hanoi_0584,hanoi,41.569
hanoi_0283,hanoi,52.671
hanoi_0238,hanoi,55.125
hanoi_0690,hanoi,38.731
hanoi_0838,hanoi,33.997
hanoi_1129,hanoi,28.44
hanoi_1269,hanoi,31.143
hanoi_1279,hanoi,26.837
hanoi_3323,hanoi,12.866
hanoi_2092,hanoi,19.656
hanoi_0339,hanoi,47.673
hanoi_2517,hanoi,11.924
hanoi_3247,hanoi,30.307
hanoi_2461,hanoi,23.712
hanoi_3427,hanoi,24.551
hanoi_0742,hanoi,36.262
hanoi_0402,hanoi,53.907
hanoi_4060,hanoi,3.609
hanoi_1359,hanoi,29.049
hanoi_3920,hanoi,30.048
hanoi_1521,hanoi,30.424
hanoi_4611,hanoi,31.959
hanoi_3880,hanoi,3.129
hanoi_2267,hanoi,12.517
hanoi_1278,hanoi,27.193
hanoi_1812,hanoi,19.328
hanoi_4374,hanoi,8.095
hanoi_2095,hanoi,18.025
hanoi_4488,hanoi,7.901
hanoi_1611,hanoi,19.6
hanoi_4689,hanoi,14.661
hanoi_1533,hanoi,27.057
hanoi_0476,hanoi,49.748
hanoi_3541,hanoi,38.06
hanoi_0317,hanoi,52.614
hanoi_0693,hanoi,39.322
hanoi_4388,hanoi,8.639
hanoi_3786,hanoi,3.646
hanoi_0929,hanoi,31.833
hanoi_2616,hanoi,9.215
hanoi_2249,hanoi,16.831
hanoi_3671,hanoi,18.001
hanoi_0964,hanoi,31.188
hanoi_3965,hanoi,7.146
hanoi_3347,hanoi,34.982
hanoi_0999,hanoi,30.128
helsinki_0001,helsinki,4.96
helsinki_0086,helsinki,1.175
helsinki_0065,helsinki,10.187
houston_0670,houston,5.485
houston_0820,houston,6.883
houston_1423,houston,11.816
houston_0906,houston,3.21
houston_0163,houston,17.462
houston_0901,houston,7.025
houston_1157,houston,6.781
houston_0205,houston,16.333
houston_0557,houston,12.176
houston_1512,houston,18.395
houston_1198,houston,7.521
houston_0373,houston,11.315
houston_0577,houston,7.262
houston_0831,houston,1.926
houston_1410,houston,16.059
houston_0760,houston,10.863
houston_0414,houston,10.692
houston_0556,houston,11.479
houston_0595,houston,10.389
houston_0083,houston,17.726
houston_0963,houston,10.941
houston_0250,houston,13.731
houston_0709,houston,3.75
houston_0669,houston,4.881
houston_0678,houston,11.237
houston_0755,houston,6.949
houston_1231,houston,8.327
houston_0553,houston,9.484
houston_0744,houston,2.742
houston_0538,houston,7.317
houston_0703,houston,3.319
houston_1151,houston,6.553
houston_1077,houston,6.318
houston_1372,houston,17.251
houston_0976,houston,11.29
houston_0638,houston,12.251
houston_0900,houston,7.81
houston_0253,houston,12.548
houston_0859,houston,7.705
houston_0953,houston,3.505
houston_0552,houston,8.863
houston_0152,houston,18.482
houston_1362,houston,13.689
houston_0259,houston,11.393
houston_1333,houston,17.393
houston_0211,houston,13.615
houston_0306,houston,11.429
houston_0043,houston,18.84
houston_1557,houston,16.513
houston_0845,houston,13.116
houston_0079,houston,19.721
houston_0587,houston,5.677
houston_0852,houston,13.293
houston_0876,houston,5.948
houston_0457,houston,9.078
houston_1409,houston,16.612
houston_1339,houston,13.799
houston_0812,houston,13.28
houston_0061,houston,15.778
houston_1487,houston,14.414
houston_1456,houston,12.937
houston_0113,houston,20.154
houston_0592,houston,8.363
houston_0720,houston,11.801
houston_1360,houston,12.68
houston_0236,houston,18.493
houston_1033,houston,4.268
houston_0541,houston,6.147
houston_0878,houston,7.541
houston_0539,houston,6.856
houston_1313,houston,9.418
houston_0932,houston,14.252
houston_0661,houston,4.445
houston_1050,houston,15.976
houston_0393,houston,12.798
houston_0761,houston,11.652
houston_0817,houston,9.282
houston_0024,houston,16.559
houston_0561,houston,15.068
houston_0338,houston,10.198
houston_0479,houston,15.05
houston_0207,houston,15.314
houston_0593,houston,9.018
houston_0256,houston,11.742
houston_1559,houston,15.913
houston_1376,houston,14.929
houston_0237,houston,19.102
houston_0551,houston,8.274
houston_0789,houston,1.49
houston_0809,houston,15.68
houston_0051,houston,16.021
houston_0346,houston,10.396
houston_0455,houston,10.093
houston_0854,houston,11.696
houston_0297,houston,10.968
houston_0824,houston,3.686
houston_0956,houston,5.575
houston_1618,houston,21.599
houston_0927,houston,13.986
houston_0337,houston,10.453
houston_0830,houston,1.133
houston_0413,houston,11.223
houston_0687,houston,15.102
houston_0510,houston,8.338
houston_0868,houston,0.781
houston_0341,houston,9.795
houston_1044,houston,11.373
houston_0940,houston,7.993
houston_0680,houston,12.771
houston_1303,houston,12.148
houston_0010,houston,17.911
houston_0210,houston,13.991
houston_1163,houston,9.751
houston_1544,houston,20.457
houston_0141,houston,14.223
houston_1227,houston,9.9
houston_0597,houston,11.817
houston_1030,houston,3.844
houston_0748,houston,2.106
houston_0858,houston,8.503
houston_0360,houston,17.669
houston_0546,houston,6.093
houston_1475,houston,20.032
houston_0862,houston,5.317
houston_1183,houston,11.632
houston_1103,houston,9.397
istanbul_1545,istanbul,33.565
istanbul_0092,istanbul,78.188
istanbul_0996,istanbul,51.693
istanbul_1183,istanbul,47.348
istanbul_2545,istanbul,11.185
istanbul_0770,istanbul,59.627
istanbul_0088,istanbul,77.701
istanbul_0568,istanbul,65.387
istanbul_2064,istanbul,22.386
istanbul_1504,istanbul,35.197
istanbul_2043,istanbul,30.607
istanbul_2883,istanbul,10.374
istanbul_1357,istanbul,47.317
istanbul_1425,istanbul,38.423
istanbul_1241,istanbul,45.809
istanbul_1351,istanbul,44.417
istanbul_1399,istanbul,39.189
istanbul_2584,istanbul,10.86
istanbul_2306,istanbul,16.806
istanbul_0992,istanbul,51.346
istanbul_1713,istanbul,40.723
istanbul_1873,istanbul,41.462
istanbul_2214,istanbul,23.052
istanbul_1611,istanbul,31.197
istanbul_2694,istanbul,8.594
istanbul_2173,istanbul,20.979
istanbul_0258,istanbul,76.646
istanbul_2626,istanbul,12.997
istanbul_1686,istanbul,29.629
istanbul_1178,istanbul,45.701
istanbul_1583,istanbul,33.171
istanbul_2491,istanbul,13.949
istanbul_2378,istanbul,15.272
istanbul_1468,istanbul,36.798
istanbul_3236,istanbul,15.436
istanbul_2169,istanbul,20.387
istanbul_2360,istanbul,21.501
istanbul_2424,istanbul,14.925
istanbul_2606,istanbul,25.4
istanbul_2315,istanbul,17.956
istanbul_3185,istanbul,18.812
istanbul_2027,istanbul,23.403
istanbul_2279,istanbul,19.311
istanbul_1667,istanbul,35.106
istanbul_3212,istanbul,18.226
istanbul_2489,istanbul,13.39
istanbul_1882,istanbul,25.789
istanbul_2485,istanbul,12.809
istanbul_0689,istanbul,62.011
istanbul_2797,istanbul,6.087
istanbul_3066,istanbul,11.208
jerusalem_0120,jerusalem,4.184
jerusalem_0103,jerusalem,0.747
jerusalem_0140,jerusalem,6.674
jerusalem_0100,jerusalem,1.809
jerusalem_0038,jerusalem,6.129
jerusalem_0021,jerusalem,5.793
kyiv_0939,kyiv,9.64
kyiv_0893,kyiv,13.705
kyiv_0158,kyiv,14.414
kyiv_1018,kyiv,13.462
kyiv_0518,kyiv,7.753
kyiv_0123,kyiv,11.948
kyiv_0138,kyiv,16.068
kyiv_1075,kyiv,16.234
kyiv_0538,kyiv,2.875
kyiv_0147,kyiv,11.096
kyiv_0394,kyiv,8.529
kyiv_0118,kyiv,17.198
kyiv_0872,kyiv,7.436
kyiv_0377,kyiv,8.267
kyiv_0144,kyiv,11.266
kyiv_0346,kyiv,9.382
kyiv_0548,kyiv,5.254
kyiv_0211,kyiv,10.121
kyiv_0919,kyiv,11.759
kyiv_0143,kyiv,11.434
kyiv_0928,kyiv,8.871
kyiv_0760,kyiv,4.286
kyiv_0418,kyiv,12.243
kyiv_0275,kyiv,7.191
kyiv_0722,kyiv,3.873
kyiv_0340,kyiv,6.166
kyiv_0152,kyiv,11.933
kyiv_0447,kyiv,7.477
kyiv_0606,kyiv,3.705
kyiv_0604,kyiv,5.27
kyiv_0398,kyiv,5.865
kyiv_0592,kyiv,14.819
kyiv_0316,kyiv,11.151
kyiv_0617,kyiv,5.288
kyiv_1034,kyiv,11.375
kyiv_0582,kyiv,5.21
kyiv_0678,kyiv,3.205
kyiv_0474,kyiv,2.325
kyiv_0090,kyiv,13.963
kyiv_0576,kyiv,0.424
kyiv_0157,kyiv,13.916
kyiv_0498,kyiv,8.522
kyiv_0402,kyiv,4.067
kyiv_0534,kyiv,6.03
kyoto_0354,kyoto,4.858
kyoto_0303,kyoto,3.999
kyoto_0386,kyoto,1.034
kyoto_0306,kyoto,3.407
kyoto_0307,kyoto,3.565
kyoto_0454,kyoto,1.245
kyoto_0242,kyoto,7.896
kyoto_0364,kyoto,3.923
kyoto_0484,kyoto,1.436
kyoto_0107,kyoto,20.796
kyoto_0351,kyoto,7.144
kyoto_0487,kyoto,3.034
kyoto_0183,kyoto,7.475
kyoto_0294,kyoto,9.915
kyoto_0310,kyoto,4.867
kyoto_0324,kyoto,6.642
kyoto_0311,kyoto,5.47
kyoto_0580,kyoto,7.697
kyoto_0087,kyoto,25.396
kyoto_0205,kyoto,6.861
kyoto_0647,kyoto,6.858
kyoto_0614,kyoto,13.127
kyoto_0505,kyoto,8.797
kyoto_0429,kyoto,9.092
laplata_0035,laplata,2.582
laplata_0013,laplata,2.268
laplata_0012,laplata,1.83
laplata_0020,laplata,1.139
laplata_0005,laplata,2.483
lasvegas_0105,lasvegas,16.19
lasvegas_0379,lasvegas,14.222
lasvegas_0560,lasvegas,11.497
lasvegas_0416,lasvegas,13.9
lasvegas_0201,lasvegas,10.852
lasvegas_1147,lasvegas,11.019
lasvegas_0661,lasvegas,1.603
lasvegas_1156,lasvegas,11.737
lasvegas_0892,lasvegas,12.7
lasvegas_0069,lasvegas,17.842
lasvegas_0121,lasvegas,13.74
lasvegas_0749,lasvegas,11.99
lasvegas_0955,lasvegas,7.596
lasvegas_0847,lasvegas,5.293
lasvegas_0713,lasvegas,12.74
lasvegas_0801,lasvegas,4.902
lasvegas_0756,lasvegas,11.431
lasvegas_0901,lasvegas,10.947
lasvegas_0868,lasvegas,8.463
lasvegas_0308,lasvegas,11.717
lasvegas_0975,lasvegas,9.339
lasvegas_0345,lasvegas,11.853
lasvegas_0728,lasvegas,4.997
lasvegas_0605,lasvegas,13.724
lasvegas_0846,lasvegas,4.728
lasvegas_0226,lasvegas,17.177
lasvegas_0427,lasvegas,6.649
lasvegas_0312,lasvegas,9.528
lasvegas_0359,lasvegas,7.031
lasvegas_0794,lasvegas,10.046
lasvegas_0747,lasvegas,10.398
lasvegas_0303,lasvegas,14.974
lasvegas_0587,lasvegas,3.114
lasvegas_0907,lasvegas,7.077
lasvegas_0821,lasvegas,12.246
lasvegas_0807,lasvegas,2.836
lasvegas_0466,lasvegas,5.528
lasvegas_0556,lasvegas,8.435
lasvegas_0419,lasvegas,11.714
lasvegas_0274,lasvegas,10.649
lasvegas_1053,lasvegas,8.66
lasvegas_1018,lasvegas,7.54
lasvegas_0494,lasvegas,11.846
lasvegas_0674,lasvegas,11.945
lasvegas_0280,lasvegas,8.624
lasvegas_0812,lasvegas,5.471
lasvegas_0153,lasvegas,16.234
lasvegas_0435,lasvegas,5.756
lasvegas_0284,lasvegas,8.599
lasvegas_1017,lasvegas,7.589
lasvegas_0803,lasvegas,3.685
lasvegas_0344,lasvegas,12.514
lasvegas_1024,lasvegas,8.903
lasvegas_0360,lasvegas,7.248
lasvegas_0880,lasvegas,4.928
lasvegas_0623,lasvegas,1.986
lasvegas_0802,lasvegas,4.262
lasvegas_0356,lasvegas,6.915
lasvegas_0316,lasvegas,8.048
lasvegas_0562,lasvegas,13.053
lasvegas_0973,lasvegas,10.511
lasvegas_0364,lasvegas,8.816
lasvegas_0959,lasvegas,9.912
lasvegas_0870,lasvegas,7.136
lasvegas_0207,lasvegas,10.088
lasvegas_0315,lasvegas,8.328
lasvegas_0290,lasvegas,10.57
lasvegas_0491,lasvegas,14.148
lasvegas_0139,lasvegas,13.672
lasvegas_0791,lasvegas,12.373
lasvegas_0162,lasvegas,11.901
lasvegas_0294,lasvegas,12.749
lasvegas_1051,lasvegas,8.372
lasvegas_0787,lasvegas,13.674
lasvegas_0318,lasvegas,7.71
lasvegas_0861,lasvegas,13.578
lasvegas_1016,lasvegas,7.721
lasvegas_1011,lasvegas,9.431
lasvegas_0875,lasvegas,4.648
lasvegas_1036,lasvegas,14.016
lasvegas_0184,lasvegas,16.739
lasvegas_1259,lasvegas,19.193
leeds_0588,leeds,8.962
leeds_0432,leeds,7.21
leeds_0267,leeds,5.72
leeds_0264,leeds,7.986
leeds_0291,leeds,7.801
leeds_0647,leeds,9.967
leeds_0795,leeds,14.833
leeds_0247,leeds,3.044
leeds_0174,leeds,6.476
leeds_0216,leeds,5.883
leeds_0154,leeds,10.404
leeds_0451,leeds,4.887
leeds_0522,leeds,7.221
leeds_0326,leeds,0.708
leeds_0304,leeds,3.083
lehavre_0014,lehavre,2.081
lehavre_0040,lehavre,2.082
lehavre_0080,lehavre,5.278
lisbon_0087,lisbon,7.544
lisbon_0007,lisbon,6.241
lisbon_0065,lisbon,2.1
lisbon_0057,lisbon,4.485
lyon_0080,lyon,4.704
macau_0038,macau,2.001
macau_0031,macau,5.268
manhattan_0067,manhattan,1.469
manhattan_0066,manhattan,2.256
manhattan_0044,manhattan,4.806
manhattan_0024,manhattan,4.18
manhattan_0081,manhattan,2.096
manhattan_0060,manhattan,1.079
manhattan_0061,manhattan,1.832
manhattan_0035,manhattan,3.049
manhattan_0010,manhattan,7.937
marrakesh_0016,marrakesh,9.164
marrakesh_0053,marrakesh,6.946
marrakesh_0190,marrakesh,6.402
marrakesh_0043,marrakesh,7.252
marrakesh_0212,marrakesh,3.545
marrakesh_0056,marrakesh,6.04
marrakesh_0144,marrakesh,1.598
medellin_0250,medellin,3.919
medellin_0267,medellin,3.838
medellin_0284,medellin,5.187
medellin_0288,medellin,4.719
medellin_0193,medellin,0.964
medellin_0327,medellin,6.299
medellin_0202,medellin,7.27
medellin_0174,medellin,3.129
medellin_0140,medellin,5.801
mendoza_0048,mendoza,9.373
mendoza_0052,mendoza,9.946
mendoza_0045,mendoza,9.138
mendoza_0060,mendoza,10.938
miami_0145,miami,6.781
miami_0155,miami,2.859
miami_0017,miami,7.342
miami_0080,miami,3.872
miami_0156,miami,3.642
miami_0115,miami,6.997
miami_0064,miami,4.306
miami_0048,miami,6.118
miami_0142,miami,4.381
miami_0053,miami,4.943
miami_0141,miami,3.581
miami_0051,miami,5.078
miami_0152,miami,0.772
minneapolis_0274,minneapolis,6.826
minneapolis_0832,minneapolis,11.725
