patch_id,city_code,distance_to_center_km
minneapolis_0782,minneapolis,10.876
minneapolis_0736,minneapolis,8.586
minneapolis_0421,minneapolis,6.793
minneapolis_0446,minneapolis,10.785
minneapolis_0297,minneapolis,11.38
minneapolis_0217,minneapolis,6.656
minneapolis_0706,minneapolis,9.159
minneapolis_0327,minneapolis,11.149
minneapolis_0809,minneapolis,10.937
minneapolis_0652,minneapolis,7.891
minneapolis_0272,minneapolis,8.108
minneapolis_0269,minneapolis,10.2
minneapolis_0396,minneapolis,3.788
minneapolis_0386,minneapolis,11.647
minneapolis_0757,minneapolis,10.519
minneapolis_0813,minneapolis,10.826
minneapolis_0390,minneapolis,8.471
minneapolis_0129,minneapolis,8.532
minneapolis_0785,minneapolis,10.151
minneapolis_0673,minneapolis,13.066
minneapolis_0716,minneapolis,8.067
minneapolis_0367,minneapolis,3.45
minneapolis_0733,minneapolis,9.433
minneapolis_0495,minneapolis,4.574
minneapolis_0744,minneapolis,9.456
minneapolis_0360,minneapolis,8.625
minneapolis_0240,minneapolis,9.887
minneapolis_0380,minneapolis,7.898
minneapolis_0330,minneapolis,8.849
minneapolis_0576,minneapolis,3.759
minneapolis_0589,minneapolis,12.16
minneapolis_0474,minneapolis,11.635
minneapolis_0103,minneapolis,9.673
minneapolis_0138,minneapolis,10.38
minneapolis_0362,minneapolis,7.08
minneapolis_0524,minneapolis,4.839
minneapolis_0424,minneapolis,4.4
minneapolis_0164,minneapolis,8.156
minneapolis_0456,minneapolis,2.798
minneapolis_0187,minneapolis,7.391
minneapolis_0464,minneapolis,3.643
minneapolis_0236,minneapolis,12.714
minneapolis_0108,minneapolis,11.498
minneapolis_0548,minneapolis,2.786
minneapolis_0604,minneapolis,4.802
minneapolis_0160,minneapolis,7.66
minneapolis_0549,minneapolis,3.014
minneapolis_0822,minneapolis,13.666
minneapolis_0080,minneapolis,13.645
minneapolis_0690,minneapolis,7.667
minneapolis_0329,minneapolis,9.611
minneapolis_0276,minneapolis,5.708
minsk_0144,minsk,8.018
minsk_0001,minsk,12.153
minsk_0007,minsk,10.394
minsk_0335,minsk,8.679
minsk_0184,minsk,7.601
minsk_0289,minsk,4.915
minsk_0330,minsk,5.143
minsk_0165,minsk,7.002
minsk_0306,minsk,2.813
minsk_0099,minsk,5.26
minsk_0339,minsk,6.128
minsk_0300,minsk,5.112
minsk_0240,minsk,4.519
minsk_0078,minsk,6.612
minsk_0346,minsk,4.558
minsk_0069,minsk,8.187
minsk_0369,minsk,7.406
minsk_0460,minsk,9.408
minsk_0326,minsk,3.603
munich_0505,munich,9.17
munich_0504,munich,9.209
munich_0352,munich,6.455
munich_0082,munich,8.751
munich_0448,munich,7.692
munich_0124,munich,8.318
munich_0501,munich,9.729
munich_0275,munich,8.981
munich_0494,munich,8.531
munich_0491,munich,9.298
munich_0174,munich,7.064
munich_0262,munich,2.617
munich_0357,munich,5.236
munich_0320,munich,4.068
munich_0122,munich,7.52
munich_0137,munich,7.264
orlando_0656,orlando,12.711
orlando_0657,orlando,11.917
orlando_0388,orlando,4.851
orlando_0491,orlando,3.297
orlando_0605,orlando,3.391
orlando_0514,orlando,12.722
orlando_0291,orlando,9.797
orlando_0533,orlando,3.069
orlando_1118,orlando,16.518
orlando_0529,orlando,1.755
orlando_0845,orlando,7.47
orlando_0586,orlando,11.815
orlando_0652,orlando,13.016
orlando_0808,orlando,4.962
orlando_0086,orlando,15.036
orlando_0693,orlando,12.048
orlando_0928,orlando,15.598
orlando_0952,orlando,10.334
orlando_0703,orlando,3.824
orlando_0081,orlando,13.043
orlando_0254,orlando,9.916
orlando_0459,orlando,3.394
orlando_0495,orlando,2.639
orlando_0475,orlando,14.172
orlando_0807,orlando,5.246
orlando_0802,orlando,7.825
orlando_0326,orlando,8.667
orlando_0687,orlando,12.293
orlando_0675,orlando,3.022
orlando_0905,orlando,7.765
orlando_0271,orlando,11.881
orlando_0446,orlando,10.718
orlando_0076,orlando,12.09
orlando_1107,orlando,12.237
orlando_0978,orlando,8.814
orlando_0540,orlando,8.356
orlando_0471,orlando,11.08
orlando_0977,orlando,8.76
orlando_0608,orlando,5.792
orlando_0901,orlando,9.478
orlando_1082,orlando,13.844
orlando_0681,orlando,7.554
orlando_0741,orlando,3.308
orlando_0805,orlando,6.096
orlando_0654,orlando,14.301
orlando_1142,orlando,14.013
orlando_0908,orlando,7.184
orlando_0866,orlando,8.889
orlando_0626,orlando,7.85
orlando_1032,orlando,11.339
orlando_0098,orlando,13.697
orlando_0178,orlando,9.813
orlando_0113,orlando,12.005
orlando_0851,orlando,11.26
orlando_1052,orlando,15.399
orlando_1136,orlando,12.798
orlando_1026,orlando,13.998
orlando_0906,orlando,7.491
orlando_0220,orlando,11.53
orlando_0097,orlando,14.168
orlando_0967,orlando,11.737
orlando_0502,orlando,7.031
orlando_0433,orlando,9.138
orlando_0631,orlando,3.886
orlando_0575,orlando,7.441
orlando_0649,orlando,10.621
orlando_0486,orlando,6.677
orlando_0613,orlando,9.793
orlando_1022,orlando,15.494
orlando_0897,orlando,11.826
orlando_0780,orlando,5.764
phoenix_0417,phoenix,37.179
phoenix_0416,phoenix,36.394
phoenix_0442,phoenix,6.488
phoenix_0538,phoenix,24.324
phoenix_0626,phoenix,4.001
phoenix_0202,phoenix,10.742
phoenix_0823,phoenix,3.161
phoenix_1766,phoenix,21.509
phoenix_1309,phoenix,16.395
phoenix_0532,phoenix,19.682
phoenix_1068,phoenix,3.291
phoenix_0238,phoenix,9.809
phoenix_0385,phoenix,9.407
phoenix_1409,phoenix,8.302
phoenix_0919,phoenix,23.687
phoenix_0568,phoenix,5.215
phoenix_0638,phoenix,10.091
phoenix_1056,phoenix,6.925
phoenix_0923,phoenix,27.686
phoenix_0506,phoenix,5.913
phoenix_1075,phoenix,8.622
phoenix_0882,phoenix,5.986
phoenix_1319,phoenix,24.159
phoenix_1037,phoenix,23.688
phoenix_0636,phoenix,8.644
phoenix_0767,phoenix,5.066
phoenix_0089,phoenix,15.834
phoenix_1071,phoenix,5.51
phoenix_0762,phoenix,2.432
phoenix_0672,phoenix,36.694
phoenix_1427,phoenix,21.455
phoenix_0319,phoenix,8.443
phoenix_1397,phoenix,7.742
phoenix_0724,phoenix,25.474
phoenix_1073,phoenix,7.056
phoenix_1484,phoenix,20.954
phoenix_0163,phoenix,13.096
phoenix_1076,phoenix,9.409
phoenix_0943,phoenix,5.934
phoenix_0161,phoenix,12.538
phoenix_0578,phoenix,11.15
phoenix_0562,phoenix,5.513
phoenix_0076,phoenix,16.836
phoenix_1002,phoenix,4.41
phoenix_0821,phoenix,5.374
phoenix_0639,phoenix,10.831
phoenix_0187,phoenix,31.34
phoenix_1601,phoenix,21.558
phoenix_0779,phoenix,14.272
phoenix_1767,phoenix,22.156
phoenix_0575,phoenix,9.041
phoenix_1010,phoenix,2.222
phoenix_0883,phoenix,5.194
phoenix_0967,phoenix,13.271
phoenix_1260,phoenix,21.649
phoenix_1129,phoenix,9.579
phoenix_0786,phoenix,19.817
phoenix_0966,phoenix,12.471
phoenix_1543,phoenix,23.484
phoenix_0629,phoenix,4.491
phoenix_0942,phoenix,6.735
phoenix_1483,phoenix,20.205
phoenix_0570,phoenix,6.031
phoenix_1184,phoenix,8.316
phoenix_0637,phoenix,9.361
phoenix_0627,phoenix,4.014
phoenix_0594,phoenix,23.369
phoenix_1001,phoenix,5.198
phoenix_0117,phoenix,13.637
phoenix_1454,phoenix,9.87
phoenix_0120,phoenix,13.649
phoenix_1599,phoenix,20.108
phoenix_0879,phoenix,8.372
phoenix_0458,phoenix,13.304
phoenix_1017,phoenix,7.712
phoenix_0886,phoenix,2.844
phoenix_0777,phoenix,12.697
phoenix_0075,phoenix,16.603
phoenix_0536,phoenix,22.769
phoenix_0759,phoenix,3.072
phoenix_1130,phoenix,10.355
phoenix_1648,phoenix,19.074
phoenix_1265,phoenix,25.591
phoenix_1406,phoenix,7.028
phoenix_1753,phoenix,21.703
phoenix_1540,phoenix,21.243
phoenix_0384,phoenix,8.912
phoenix_1203,phoenix,23.098
phoenix_0586,phoenix,17.153
phoenix_1721,phoenix,19.929
phoenix_1649,phoenix,19.769
phoenix_0978,phoenix,22.073
phoenix_0764,phoenix,3.158
phoenix_1545,phoenix,24.994
phoenix_1729,phoenix,25.476
phoenix_1637,phoenix,9.836
phoenix_0619,phoenix,7.149
phoenix_1471,phoenix,9.963
phoenix_0718,phoenix,20.719
phoenix_1482,phoenix,19.46
phoenix_0046,phoenix,17.969
phoenix_1354,phoenix,8.872
phoenix_1441,phoenix,18.595
phoenix_1377,phoenix,25.891
phoenix_0917,phoenix,22.087
phoenix_0279,phoenix,9.523
phoenix_1061,phoenix,3.175
phoenix_0501,phoenix,8.151
phoenix_0007,phoenix,20.177
phoenix_1224,phoenix,8.538
phoenix_0315,phoenix,10.981
phoenix_0425,phoenix,47.428
phoenix_1610,phoenix,28.284
phoenix_1745,phoenix,13.463
phoenix_1159,phoenix,15.866
phoenix_0434,phoenix,10.501
phoenix_1385,phoenix,16.81
phoenix_1214,phoenix,35.822
phoenix_1666,phoenix,34.639
portland_0323,portland,5.874
portland_0343,portland,5.682
portland_0320,portland,3.972
portland_0389,portland,7.593
portland_0260,portland,5.923
portland_0322,portland,5.194
portland_0406,portland,9.223
portland_0188,portland,6.963
portland_0411,portland,7.227
portland_0302,portland,4.792
portland_0369,portland,6.965
portland_0415,portland,7.001
portland_0375,portland,5.322
portland_0208,portland,5.216
portland_0360,portland,5.712
portland_0336,portland,3.935
portland_0317,portland,2.928
portland_0568,portland,14.974
portland_0315,portland,3.19
portland_0399,portland,7.045
portland_0376,portland,5.426
portland_0236,portland,6.708
portland_0235,portland,5.908
portland_0299,portland,2.841
portland_0388,portland,8.094
portland_0410,portland,7.499
portland_0373,portland,5.471
portland_0392,portland,6.465
portland_0274,portland,1.405
portland_0333,portland,5.244
portland_0499,portland,10.928
portland_0099,portland,8.128
portland_0443,portland,10.031
portland_0418,portland,7.75
portland_0475,portland,11.476
portland_0467,portland,9.32
portland_0397,portland,6.403
portland_0486,portland,10.293
portland_0164,portland,7.221
portland_0078,portland,7.947
portland_0162,portland,5.766
portland_0273,portland,1.848
portland_0478,portland,11.073
portland_0436,portland,8.472
portland_0261,portland,6.721
portland_0076,portland,9.234
portland_0247,portland,4.532
portland_0063,portland,8.482
portland_0272,portland,2.478
portland_0363,portland,7.429
portland_0262,portland,7.519
portland_0151,portland,4.576
portland_0200,portland,2.367
prague_0755,prague,18.181
prague_0508,prague,9.791
prague_0297,prague,1.154
prague_0335,prague,9.374
prague_0223,prague,5.767
prague_0189,prague,3.611
prague_0107,prague,6.187
prague_0401,prague,4.037
prague_0428,prague,7.031
prague_0424,prague,4.658
prague_0224,prague,6.489
prague_0371,prague,2.223
prague_0135,prague,5.041
prague_0254,prague,12.517
prague_0540,prague,7.856
prague_0467,prague,5.759
prague_0562,prague,8.649
prague_0708,prague,15.878
quito_1084,quito,21.349
quito_1039,quito,20.932
quito_0132,quito,10.38
quito_0989,quito,20.538
quito_0243,quito,12.535
quito_0454,quito,15.672
quito_0220,quito,9.618
quito_0168,quito,10.947
quito_0934,quito,14.728
quito_1218,quito,14.11
quito_0504,quito,10.207
quito_0605,quito,6.264
quito_1219,quito,14.293
quito_1363,quito,16.623
quito_1035,quito,18.249
quito_0857,quito,27.07
quito_0745,quito,13.017
quito_0188,quito,13.675
quito_0218,quito,11.15
quito_1471,quito,18.658
quito_0660,quito,10.895
quito_0899,quito,22.772
quito_1491,quito,26.483
quito_0905,quito,27.3
quito_1116,quito,12.229
quito_0399,quito,14.042
quito_1080,quito,18.725
quito_0359,quito,17.944
quito_0155,quito,8.624
quito_1068,quito,11.427
quito_0324,quito,7.57
quito_1314,quito,15.469
quito_0702,quito,10.52
quito_0415,quito,16.376
quito_0325,quito,6.773
quito_0192,quito,10.638
quito_1354,quito,16.602
quito_0149,quito,12.734
quito_0590,quito,7.569
quito_0598,quito,3.444
quito_1596,quito,22.636
quito_0252,quito,5.589
quito_0562,quito,13.498
quito_0712,quito,17.955
quito_0741,quito,10.257
quito_0806,quito,26.088
quito_0601,quito,3.991
quito_1060,quito,14.147
quito_0536,quito,7.992
quito_1595,quito,22.436
quito_0541,quito,4.417
quito_0384,quito,2.059
quito_0335,quito,1.372
quito_0156,quito,8.014
riga_0278,riga,2.522
riga_0387,riga,10.663
riga_0219,riga,3.195
riga_0368,riga,10.144
riga_0298,riga,3.235
riga_0342,riga,6.278
riga_0161,riga,7.479
riga_0108,riga,3.364
riga_0228,riga,4.166
riga_0034,riga,6.505
riga_0043,riga,10.984
riga_0471,riga,12.216
riga_0385,riga,9.677
riga_0401,riga,7.88
riga_0434,riga,9.668
riga_0106,riga,3.318
riga_0287,riga,8.433
rotterdam_0180,rotterdam,5.479
rotterdam_0198,rotterdam,7.735
rotterdam_0114,rotterdam,5.956
rotterdam_0092,rotterdam,1.522
rotterdam_0087,rotterdam,2.493
rotterdam_0075,rotterdam,1.641
saltlakecity_0010,saltlakecity,13.648
saltlakecity_0214,saltlakecity,2.176
saltlakecity_0040,saltlakecity,10.737
saltlakecity_0192,saltlakecity,4.152
saltlakecity_0108,saltlakecity,5.746
saltlakecity_0198,saltlakecity,1.044
saltlakecity_0088,saltlakecity,7.359
saltlakecity_0180,saltlakecity,1.682
saltlakecity_0015,saltlakecity,12.848
saltlakecity_0143,saltlakecity,2.548
saltlakecity_0128,saltlakecity,3.245
saltlakecity_0142,saltlakecity,2.445
saltlakecity_0031,saltlakecity,11.517
saltlakecity_0150,saltlakecity,3.67
saltlakecity_0153,saltlakecity,1.865
saltlakecity_0066,saltlakecity,8.95
saltlakecity_0162,saltlakecity,4.168
saltlakecity_0118,saltlakecity,5.633
sapporo_0246,sapporo,7.517
sapporo_0312,sapporo,9.438
sapporo_0558,sapporo,7.426
sapporo_0311,sapporo,8.646
sapporo_0244,sapporo,6.067
sapporo_0549,sapporo,5.469
sapporo_0403,sapporo,3.923
sapporo_0119,sapporo,8.7
sapporo_0370,sapporo,2.972
sapporo_0406,sapporo,6.259
sapporo_0588,sapporo,7.489
sapporo_0378,sapporo,9.361
sapporo_0345,sapporo,9.365
sapporo_0329,sapporo,3.481
sapporo_0616,sapporo,7.082
sapporo_0339,sapporo,4.575
sapporo_0521,sapporo,5.254
sapporo_0464,sapporo,3.488
sapporo_0053,sapporo,12.701
sapporo_0330,sapporo,2.689
sapporo_0300,sapporo,1.28
sapporo_0613,sapporo,6.752
sapporo_0640,sapporo,7.62
sapporo_0431,sapporo,1.961
sapporo_0499,sapporo,8.526
sapporo_0444,sapporo,10.339
sapporo_0703,sapporo,10.004
sapporo_0247,sapporo,8.263
sapporo_0301,sapporo,1.371
sapporo_0579,sapporo,6.511
sapporo_0320,sapporo,10.663
sapporo_0437,sapporo,4.951
sapporo_0113,sapporo,6.88
sapporo_0636,sapporo,8.662
sapporo_0525,sapporo,7.533
sapporo_0362,sapporo,3.468
sapporo_0064,sapporo,10.695
sapporo_0235,sapporo,3.403
sapporo_0681,sapporo,10.45
sarajevo_0066,sarajevo,2.712
seattle_0115,seattle,9.836
seattle_0112,seattle,7.566
seattle_0096,seattle,9.405
seattle_0337,seattle,8.935
seattle_0134,seattle,2.994
seattle_0328,seattle,9.836
seattle_0179,seattle,10.586
seattle_0116,seattle,10.606
seattle_0012,seattle,7.579
seattle_0140,seattle,7.307
seattle_0144,seattle,10.423
seattle_0365,seattle,10.723
seattle_0168,seattle,5.558
seattle_0414,seattle,6.871
skopje_0144,skopje,4.962
skopje_0147,skopje,4.535
sofia_0143,sofia,3.732
sofia_0067,sofia,7.493
sofia_0130,sofia,5.846
sofia_0188,sofia,2.799
sofia_0350,sofia,4.109
sofia_0127,sofia,4.688
sofia_0065,sofia,7.021
sofia_0398,sofia,6.058
sofia_0380,sofia,5.114
sofia_0330,sofia,3.021
sofia_0265,sofia,1.376
sofia_0186,sofia,4.042
sofia_0135,sofia,6.925
sofia_0349,sofia,3.755
stockholm_0112,stockholm,2.571
stockholm_0037,stockholm,6.952
stockholm_0086,stockholm,5.156
stockholm_0186,stockholm,3.91
stockholm_0078,stockholm,2.71
stockholm_0119,stockholm,8.034
tallinn_0123,tallinn,3.296
tallinn_0213,tallinn,5.782
tallinn_0241,tallinn,9.233
tallinn_0091,tallinn,5.016
tallinn_0160,tallinn,0.796
tallinn_0238,tallinn,8.003
tallinn_0095,tallinn,3.874
tashkent_0181,tashkent,13.524
tashkent_0121,tashkent,13.439
tashkent_0274,tashkent,10.166
tashkent_0428,tashkent,7.366
tashkent_0596,tashkent,6.288
tashkent_0225,tashkent,4.932
tashkent_0314,tashkent,11.197
tashkent_0684,tashkent,9.313
tashkent_0144,tashkent,9.008
tashkent_0034,tashkent,9.555
tashkent_0414,tashkent,4.02
tashkent_0193,tashkent,5.577
tashkent_0202,tashkent,6.188
tashkent_0618,tashkent,6.631
tashkent_0161,tashkent,6.691
tashkent_0176,tashkent,9.757
tashkent_0454,tashkent,5.211
tashkent_0639,tashkent,7.425
tashkent_0060,tashkent,9.245
tashkent_0858,tashkent,17.129
tashkent_0585,tashkent,8.545
tashkent_0160,tashkent,7.187
tashkent_0124,tashkent,11.367
tashkent_0295,tashkent,2.236
tashkent_0634,tashkent,8.339
tashkent_0774,tashkent,14.423
tashkent_0566,tashkent,5.019
tashkent_0260,tashkent,3.385
tashkent_0198,tashkent,4.721
tashkent_0264,tashkent,3.478
tbilisi_0164,tbilisi,11.908
tbilisi_0239,tbilisi,10.941
tbilisi_0701,tbilisi,16.624
tbilisi_0543,tbilisi,8.435
tbilisi_0459,tbilisi,10.322
tbilisi_0657,tbilisi,13.618
tbilisi_0340,tbilisi,8.799
tbilisi_0412,tbilisi,8.293
tbilisi_0335,tbilisi,4.8
tbilisi_0665,tbilisi,14.235
tbilisi_0389,tbilisi,8.908
tbilisi_0091,tbilisi,9.504
tbilisi_0061,tbilisi,9.006
tbilisi_0533,tbilisi,7.18
tbilisi_0378,tbilisi,1.398
tehran_0480,tehran,4.207
tehran_0296,tehran,6.511
tehran_0465,tehran,5.539
tehran_0830,tehran,11.756
tehran_0389,tehran,9.326
tehran_0278,tehran,7.126
tehran_0449,tehran,7.484
tehran_0906,tehran,10.733
tehran_0685,tehran,6.995
tehran_0131,tehran,13.252
tehran_0893,tehran,12.004
tehran_0534,tehran,6.705
tehran_0445,tehran,10.404
tehran_0840,tehran,8.434
tehran_0904,tehran,10.274
tehran_0263,tehran,10.323
tehran_0433,tehran,2.065
tehran_0783,tehran,7.181
tehran_0142,tehran,12.644
tehran_0404,tehran,2.944
tehran_0788,tehran,9.234
tehran_0347,tehran,5.533
tehran_0459,tehran,1.322
tehran_0541,tehran,1.578
tehran_0253,tehran,7.783
tehran_0566,tehran,6.136
tehran_0461,tehran,2.503
tehran_0612,tehran,4.133
tehran_0283,tehran,9.192
tehran_0637,tehran,6.171
tehran_0309,tehran,9.836
tehran_0511,tehran,1.84
tehran_0261,tehran,9.31
tehran_0486,tehran,0.715
tehran_0808,tehran,8.059
tehran_0478,tehran,6.602
tehran_0311,tehran,11.15
tehran_0606,tehran,3.348
tehran_0046,tehran,20.313
tehran_0733,tehran,12.891
tehran_0701,tehran,11.102
tehran_0871,tehran,9.252
tehran_0640,tehran,4.459
tehran_0087,tehran,17.816
tehran_0833,tehran,10.229
tehran_0693,tehran,12.619
telaviv_0065,telaviv,1.937
telaviv_0004,telaviv,6.305
telaviv_0024,telaviv,1.296
telaviv_0100,telaviv,6.121
thessaloniki_0636,thessaloniki,19.262
thessaloniki_1808,thessaloniki,15.003
thessaloniki_0640,thessaloniki,6.874
thessaloniki_0635,thessaloniki,20.011
thessaloniki_2650,thessaloniki,53.137
thessaloniki_0541,thessaloniki,10.985
thessaloniki_0854,thessaloniki,4.582
thessaloniki_0111,thessaloniki,28.31
thessaloniki_2759,thessaloniki,66.158
thessaloniki_0070,thessaloniki,33.514
thessaloniki_0702,thessaloniki,5.399
thessaloniki_0472,thessaloniki,22.363
thessaloniki_1582,thessaloniki,20.274
thessaloniki_2745,thessaloniki,64.781
thessaloniki_2649,thessaloniki,53.149
thessaloniki_0116,thessaloniki,29.419
thessaloniki_1236,thessaloniki,9.171
thessaloniki_0926,thessaloniki,0.521
thessaloniki_0920,thessaloniki,15.601
thessaloniki_2730,thessaloniki,63.986
thessaloniki_1317,thessaloniki,11.634
thessaloniki_0377,thessaloniki,16.7
thessaloniki_0701,thessaloniki,5.278
thessaloniki_1232,thessaloniki,11.957
thessaloniki_1189,thessaloniki,4.779
thessaloniki_1177,thessaloniki,8.748
thessaloniki_2731,thessaloniki,64.086
thessaloniki_1014,thessaloniki,7.84
thessaloniki_1071,thessaloniki,2.988
thessaloniki_1234,thessaloniki,10.535
thessaloniki_1181,thessaloniki,6.176
thessaloniki_0864,thessaloniki,14.062
thessaloniki_1420,thessaloniki,7.549
thessaloniki_1073,thessaloniki,2.768
toronto_0634,toronto,12.781
toronto_0035,toronto,13.131
toronto_0250,toronto,11.017
toronto_0534,toronto,5.074
toronto_0034,toronto,13.208
toronto_0388,toronto,3.33
toronto_0594,toronto,7.948
toronto_0338,toronto,13.99
toronto_0286,toronto,7.533
toronto_0094,toronto,12.16
toronto_0557,toronto,5.795
toronto_0601,toronto,11.778
toronto_0273,toronto,12.611
toronto_0374,toronto,8.948
toronto_0452,toronto,6.475
toronto_0466,toronto,2.228
toronto_0403,toronto,0.909
toronto_0602,toronto,12.435
toronto_0070,toronto,13.842
toronto_0194,toronto,8.302
toronto_0411,toronto,5.551
toronto_0197,toronto,8.626
toronto_0152,toronto,12.21
toronto_0295,toronto,13.728
toronto_0391,toronto,5.652
toronto_0689,toronto,16.721
toronto_0433,toronto,7.161
toronto_0238,toronto,6.756
turin_0079,turin,4.936
turin_0185,turin,5.247
turin_0049,turin,5.645
turin_0034,turin,6.127
turin_0035,turin,5.539
turin_0123,turin,4.116
turin_0030,turin,5.79
vancouver_0026,vancouver,4.972
vancouver_0173,vancouver,4.715
vancouver_0116,vancouver,4.866
vancouver_0017,vancouver,5.693
vancouver_0029,vancouver,4.401
vancouver_0003,vancouver,6.802
vancouver_0141,vancouver,4.19
vancouver_0153,vancouver,5.32
vancouver_0172,vancouver,4.491
vancouver_0108,vancouver,0.819
vancouver_0159,vancouver,3.71
vancouver_0140,vancouver,4.814
vancouver_0105,vancouver,3.14
vancouver_0128,vancouver,5.122
vancouver_0038,vancouver,3.708
vancouver_0011,vancouver,6.002
vancouver_0073,vancouver,5.644
vancouver_0195,vancouver,6.191
vancouver_0121,vancouver,1.397
vancouver_0060,vancouver,3.701
vancouver_0020,vancouver,5.202
vancouver_0137,vancouver,3.193
vancouver_0090,vancouver,3.935
vancouver_0139,vancouver,5.485
vancouver_0036,vancouver,3.67
vancouver_0158,vancouver,3.604
vancouver_0182,vancouver,5.419
vancouver_0102,vancouver,5.53
vancouver_0193,vancouver,6.763
vancouver_0047,vancouver,3.183
verona_0544,verona,20.66
verona_1969,verona,34.063
verona_1319,verona,9.263
verona_2040,verona,15.775
verona_2762,verona,20.055
verona_1612,verona,3.728
verona_1482,verona,5.966
verona_1433,verona,2.717
verona_0831,verona,17.593
verona_2659,verona,33.083
verona_2283,verona,12.015
verona_1239,verona,10.592
verona_0147,verona,21.19
verona_0068,verona,26.266
verona_1765,verona,8.234
verona_1119,verona,8.939
verona_3189,verona,44.895
verona_0420,verona,23.581
verona_1921,verona,30.764
verona_2354,verona,18.423
verona_1122,verona,7.042
verona_0862,verona,15.148
verona_0761,verona,28.405
verona_0929,verona,13.397
verona_1686,verona,17.573
verona_0525,verona,23.143
verona_2929,verona,23.323
vienna_0633,vienna,12.202
vienna_0605,vienna,10.322
vienna_0442,vienna,5.192
vienna_0440,vienna,4.314
vienna_0197,vienna,4.465
vienna_0520,vienna,10.358
vienna_0368,vienna,9.135
vienna_0457,vienna,7.788
vienna_0195,vienna,4.089
vienna_0088,vienna,9.72
vienna_0407,vienna,4.912
vienna_0406,vienna,5.554
vienna_0260,vienna,1.785
vienna_0206,vienna,8.46
vienna_0573,vienna,9.361
vienna_0459,vienna,6.587
vienna_0536,vienna,8.703
vienna_0432,vienna,6.039
vienna_0530,vienna,7.122
vienna_0170,vienna,5.355
vienna_0230,vienna,6.676
vienna_0159,vienna,8.716
vienna_0270,vienna,7.596
vienna_0070,vienna,11.309
vienna_0117,vienna,8.042
vienna_0097,vienna,8.284
vienna_0120,vienna,10.768
vilnius_0523,vilnius,6.428
vilnius_0209,vilnius,7.593
vilnius_0474,vilnius,5.95
vilnius_0579,vilnius,14.677
vilnius_0126,vilnius,7.446
vilnius_0262,vilnius,4.015
vilnius_0297,vilnius,4.453
vilnius_0398,vilnius,3.659
vilnius_0018,vilnius,13.897
vilnius_0289,vilnius,2.227
vilnius_0172,vilnius,5.031
vilnius_0461,vilnius,7.81
vilnius_0316,vilnius,0.449
vilnius_0508,vilnius,7.025
vilnius_0199,vilnius,5.427
vilnius_0351,vilnius,7.596
vilnius_0477,vilnius,4.868
vilnius_0321,vilnius,3.563
warsaw_0621,warsaw,6.923
warsaw_0364,warsaw,12.117
warsaw_0127,warsaw,9.226
warsaw_0048,warsaw,9.475
warsaw_0232,warsaw,2.083
warsaw_0733,warsaw,11.724
warsaw_0565,warsaw,6.461
warsaw_0132,warsaw,6.05
warsaw_0683,warsaw,9.687
warsaw_0229,warsaw,3.224
warsaw_0233,warsaw,2.21
warsaw_0524,warsaw,4.383
warsaw_0105,warsaw,5.829
warsaw_0390,warsaw,8.814
warsaw_0242,warsaw,8.211
warsaw_0036,warsaw,8.692
warsaw_0393,warsaw,11.2
warsaw_0246,warsaw,11.337
warsaw_0529,warsaw,6.414
warsaw_0379,warsaw,1.12
warsaw_0167,warsaw,3.783
warsaw_0463,warsaw,10.695
warsaw_0255,warsaw,11.338
warsaw_0454,warsaw,4.154
warsaw_0776,warsaw,14.999
warsaw_0143,warsaw,6.526
warsaw_0551,warsaw,8.887
warsaw_0615,warsaw,9.324
warsaw_0436,warsaw,11.589
warsaw_0808,warsaw,15.775
warsaw_0517,warsaw,6.504
warsaw_0238,warsaw,5.179
warsaw_0559,warsaw,5.192
warsaw_0405,warsaw,8.289
warsaw_0275,warsaw,4.912
warsaw_0112,warsaw,6.147
